"Function","MatEigenvalue3U","(n, a, b, c)","Eigenvalues of tridiagonal uniform matrix","Linear Algebra","Eigenvalues of tridiagonal uniform matrix",,"matrix","matrix.hlp","87"
"Function","MatEigenvector","(Mat, Eigenvalues, [MaxErr])","Eigenvector","Linear Algebra","Eigenvector",,"matrix","matrix.hlp","17"
"Function","MatEigenvector_C","(Mat, Eigenvalues, [MaxErr]) ","Complex eigenvector","Linear Algebra","Complex eigenvector",,"matrix","matrix.hlp","73"
"Function","MatEigenvector_Jacobi","(Mat, Optional MaxLoops) ","Eigenvectors of symmetric matrix with Jacobi algorithm","Linear Algebra","Eigenvectors of symmetric matrix with Jacobi algorithm",,"matrix","matrix.hlp","18"
"Function","MatEigenvector_max","(Mat, [Norm]) ","Dominant eigenvalues with power method","Linear Algebra","Dominant eigenvalues with power method",,"matrix","matrix.hlp","61"
"Function","MatEigenvector_pow","(Mat, [Norm], [IterMax]) ","Eigenvalues with powers' method","Linear Algebra","Eigenvalues with powers' method",,"matrix","matrix.hlp","63"
"Function","MatEigenvector3","(Mat3, Eigenvalues, [MaxErr])","Eigenvectors of tridiagonal matrix","Linear Algebra","Eigenvectors of tridiagonal matrix",,"matrix","matrix.hlp","90"
"Function","MatEigenvectorInv","(Mat, Eigenvalue)","Eigenvector with inverse algorithm","Linear Algebra","Eigenvector with inverse algorithm",,"matrix","matrix.hlp","92"
"Function","MatEigenvectorInv_C","(Mat, Eigenvalue, [CFormat])","Complex eigenvector with inverse algorithm","Linear Algebra","Complex eigenvector with inverse algorithm",,"matrix","matrix.hlp","133"
"Function","MatExtract","(Mat, i_pivot, j_pivot) ","Extract sub-matrix","Linear Algebra","Extract sub-matrix",,"matrix","matrix.hlp","31"
"Function","MatMopUp","(M, [ErrMin]) ","Eliminates round-off errors","Linear Algebra","Eliminates round-off errors",,"matrix","matrix.hlp","52"
"Function","MatNorm","(v, [Norm]) ","Vector or Matrix Norm","Linear Algebra","Vector or Matrix Norm",,"matrix","matrix.hlp","85"
"Function","MatNormalize","(Mat, [NormType]) ","Vectors Normalization","Linear Algebra","Vectors Normalization",,"matrix","matrix.hlp","66"
"Function","MatNormalize_C","(Mat, [NormType], [CFormat], [Tiny])","Complex Vectors Normalization","Linear Algebra","Complex Vectors Normalization",,"matrix","matrix.hlp","137"
"Function","MatOrthoGS","(Mat) ","Orthogonalization with Gram-Schmidt algorithm","Linear Algebra","Orthogonalization with Gram-Schmidt algorithm",,"matrix","matrix.hlp","32"
"Function","MatPerm","(Permutations) ","Permutation matrix","Linear Algebra","Permutation matrix",,"matrix","matrix.hlp","83"
"Function","MatRnd","(n, m, Typ, MatInteger, Amax, Amin, Sparse)","Random matrix","Linear Algebra","Random matrix",,"matrix","matrix.hlp","20"
"Function","MatRndEig","(Eigenvalues, MatInteger)","Random matrix with given eigenvalues","Linear Algebra","Random matrix with given eigenvalues",,"matrix","matrix.hlp","20"
"Function","MatRndEigSym","(Eigenvalues)","Random symmetric matrix with given eigenvalues","Linear Algebra","Random symmetric matrix with given eigenvalues",,"matrix","matrix.hlp","20"
"Function","MatRndRank","(n, Rank, Det, MatInteger)","Random matrix with given rank or determinant","Linear Algebra","Random matrix with given rank or determinant",,"matrix","matrix.hlp","20"
"Function","MatRndSim","(n, Rank, Det, MatInteger)","Random symmetric matrix with given rank or det.","Linear Algebra","Random symmetric matrix with given rank or det.",,"matrix","matrix.hlp","20"
"Function","MatRot","(n, teta, p, q) ","Orthogonal planar rotation matrix","Linear Algebra","Orthogonal planar rotation matrix",,"matrix","matrix.hlp","58"
"Function","MatRotation_Jacobi","(Mat) ","Jacobi rotation matrix","Linear Algebra","Jacobi rotation matrix",,"matrix","matrix.hlp","33"
"Function","MT","(Mat) ","Matrix transpose","Linear Algebra","Matrix transpose",,"matrix","matrix.hlp","11"
"Function","MTC","(Mat, [CFormat])","Complex Matrix transpose","Linear Algebra","Complex Matrix transpose",,"matrix","matrix.hlp","129"
"Function","MTH","(Mat, [CFormat])","Complex Matrix transpose-conjugate","Linear Algebra","Complex Matrix transpose-conjugate",,"matrix","matrix.hlp","130"
"Function","Path_Floyd","(Mat) ","All-pairs-path matrix with Floyd algorithm","Linear Algebra","All-pairs-path matrix with Floyd algorithm",,"matrix","matrix.hlp","46"
"Function","Path_Min","(G) ","Shortest path with Floyd algorithm","Linear Algebra","Shortest path with Floyd algorithm",,"matrix","matrix.hlp","47"
"Function","Poly_Roots","(Coefficients, [ErrMax]) ","Polynomial rootfinder (Siljak+Ruffini method)","Polynomial","Polynomial rootfinder (Siljak+Ruffini method)",,"matrix","matrix.hlp","74"
"Function","Poly_Roots_QR","(Coefficients)","Polynomial rootfinder (QR method)","Polynomial","Polynomial rootfinder (QR method)",,"matrix","matrix.hlp","89"
"Function","Poly_Roots_QRC","(Coefficients)","Complex polynomial rootfinder (QR method)","Linear Algebra","Complex polynomial rootfinder (QR method)",,"matrix","matrix.hlp","134"
"Function","ProdScal","(v1, v2) ","Scalar Product (inner)","Linear Algebra","Scalar Product (inner)",,"matrix","matrix.hlp","13"
"Function","ProdScal_C","(v1, v2, [Cformat]) ","Complex scalar product","Linear Algebra","Complex scalar product",,"matrix","matrix.hlp","72"
"Function","ProdVect","(v1, v2) ","Vector Product","Linear Algebra","Vector Product",,"matrix","matrix.hlp","14"
"Function","REGRCIR","(x, y)","Circular regression","Linear Algebra","Circular regression",,"matrix","matrix.hlp","93"
"Function","REGRL","(y, x, [Intcpt] ) ","Linear regression with SVD method","Interpolation","Linear regression with SVD method",,"matrix","matrix.hlp","55"
"Function","REGRP","(degree,y, x, [Intcpt] ) ","Polynomial regression with SVD method","Interpolation","Polynomial regression with SVD method",,"matrix","matrix.hlp","77"
"Function","Simplex","(Funct, Constrain, [Opt]) ","Linear Optimization with Simplex algorithm","Linear Algebra","Linear Optimization with Simplex algorithm",,"matrix","matrix.hlp","75"
"Function","SVD_D","(Mat)","SVD: returns D matrix","Linear Algebra","SVD: returns D matrix","system","matrix","matrix.hlp","51"
"Function","SVD_U","(Mat)","SVD: returns U matrix","Linear Algebra","SVD: returns U matrix","system","matrix","matrix.hlp","51"
"Function","SVD_V","(Mat)","SVD: returns V matrix","Linear Algebra","SVD: returns V matrix","system","matrix","matrix.hlp","51"
"Function","SYSLIN","(Mat, V, [IMode], [Tiny]) ","Linear System solving","Linear Algebra","Linear System solving",,"matrix","matrix.hlp","22"
"Function","SYSLIN_C","(A, B, [Cformat]) ","Complex Linear System solving","Linear Algebra","Complex Linear System solving",,"matrix","matrix.hlp","78"
"Function","SYSLIN_ITER_G","(Mat, U, X0, Optional Nmax) ","Linear System solving with Gauss-Seidel SOR algorithm","Linear Algebra","Linear System solving with Gauss-Seidel SOR algorithm",,"matrix","matrix.hlp","23"
"Function","SYSLIN_ITER_J","(Mat, U, X0, Optional Nmax) ","Linear System solving with Jacobi algorithm","Linear Algebra","Linear System solving with Jacobi algorithm",,"matrix","matrix.hlp","24"
"Function","SYSLIN_T","(Mat, v, [Tiny]) ","Triangular linear sistem solving","Linear Algebra","Triangular linear sistem solving",,"matrix","matrix.hlp","82"
"Function","SYSLIN_TPZ","(tpz, b)","Toeplitz Linear System solving","Linear Algebra","Toeplitz Linear System solving",,"matrix","matrix.hlp","114"
"Function","SYSLIN3","(Mat3, v) ","Tridiagonal linear system solving","Linear Algebra","Tridiagonal linear system solving",,"matrix","matrix.hlp","79"
"Function","SYSLINSING","(Mat, [V], [MaxErr]) ","Singular Linear System solving","Linear Algebra","Singular Linear System solving",,"matrix","matrix.hlp","25"
"Function","TRALIN","(Mat, x, Optional B) ","Linear Transform","Linear Algebra","Linear Transform",,"matrix","matrix.hlp","26"
"Function","VarimaxIndex","(Mat, [Normal]) ","Kaiser Varimax index of a given Factors matrix","Statistical ","Varimax index of a given Factors matrix","kaiser ","matrix","matrix.hlp","60"
"Function","VarimaxRot","(FL, [Normal], [MaxErr], [MaxIter]) ","Orthogonal rotation with Kaiser Varimax","Statistical ","Orthogonal rotation with Varimax","kaiser ","matrix","matrix.hlp","59"
"Function","VectAngle","(v1, v2)","Angle between the two vectors v1, v2","Linear Algebra","Angle between the two vectors v1, v2",,"matrix","matrix.hlp","119"
"Sub","Gauss_step","()","Macro Gauss-Jordan step-by-step","Linear Algebra","Macro Gauss-Jordan step-by-step",,"matrix","matrix.hlp","114"
"Sub","MatGen_Random","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Hilbert","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Tartaglia","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Hilbert_inv","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Eigen","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Det","()","Matrix Generator","Linear Algebra","Matrix Generator",,"matrix","matrix.hlp","100"
"Sub","MatGen_Toeplitz","()","Macro Toepliz matrix generator","Linear Algebra","Macro Toepliz matrix generator",,"matrix","matrix.hlp","118"
"Sub","Shortest_Path","()","Macro Shortest-Path","Linear Algebra","Macro Shortest-Path",,"matrix","matrix.hlp","105"
"Sub","Grap_Draw","()","Macro Draw Graph","Linear Algebra","Macro Draw Graph",,"matrix","matrix.hlp","106"
"Sub","Matrix_Block_Transform","()","Macro Block reduction","Linear Algebra","Macro Block reduction",,"matrix","matrix.hlp","109"
"Sub","Matrix_Operations","()","Macro Matrix Operations","Linear Algebra","Macro Matrix Operations",,"matrix","matrix.hlp","111"
"Sub","Matrix_Operations_Cplx","()","Macro Complex Matrix Operations","Linear Algebra","Macro Complex Matrix Operations",,"matrix","matrix.hlp","144"
"Sub","Matrix_Eigen","()","Macro Random matrix with given eigenvalues ","Linear Algebra","Macro Random matrix with given eigenvalues ",,"matrix","matrix.hlp","102"
"Sub","Matrix_CleanUp","()","Matrix Clean-up","Linear Algebra","Matrix Clean-up",,"matrix","matrix.hlp","112"
"Sub","Matrix_Round","()","Macro Matrix Round ","Linear Algebra","Macro Matrix Round ",,"matrix","matrix.hlp","113"
"Sub","Mat_Sparse_Operations","()","Macro Sparse Matrix Operations","Linear Algebra","Macro Sparse Matrix Operations",,"matrix","matrix.hlp","143"
"Sub","Mat_Sparse_Generator","()","Macro Random sparse matrix","Linear Algebra","Macro Random sparse matrix",,"matrix","matrix.hlp","142"
